Output,Hash,Ext. Offset,Offset,Width,Repeat,Success
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,-8.984375,23.046875,135,False
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,-7.03125,23.046875,135,False
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,-5.078125,23.046875,135,False
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,-3.125,23.046875,135,False
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,-1.171875,23.046875,135,False
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,0.78125,23.046875,135,False
'\xa6achoose:',4a72f386653a574024ff8c4c66a0034e,0,2.734375,23.046875,135,True
'\xb3achoose:',526910163573e2c74834e8dc3ae82a04,0,4.6875,23.046875,135,True
'fchoose:',54b30791c4626eb0d9dfc82ee21f0842,0,6.640625,23.046875,135,True
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,8.59375,23.046875,135,False
'250000 500 500\n250000 500',6501337c8ee828b5e7cdc10fd2429eff,0,10.546875,23.046875,135,True
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,-10.9375,24.21875,135,False
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,-8.984375,24.21875,135,False
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,-7.03125,24.21875,135,False
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,-5.078125,24.21875,135,False
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,-3.125,24.21875,135,False
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,-1.171875,24.21875,135,False
'\xa6achoose:',4a72f386653a574024ff8c4c66a0034e,0,0.78125,24.21875,135,True
'\xa6achoose:',4a72f386653a574024ff8c4c66a0034e,0,2.734375,24.21875,135,True
'fchoose:',54b30791c4626eb0d9dfc82ee21f0842,0,4.6875,24.21875,135,True
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,6.640625,24.21875,135,False
'250000 500 500\n250000 500',6501337c8ee828b5e7cdc10fd2429eff,0,8.59375,24.21875,135,True
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,10.546875,24.21875,135,False
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,-10.9375,25.390625,135,False
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,-8.984375,25.390625,135,False
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,-7.03125,25.390625,135,False
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,-5.078125,25.390625,135,False
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,-3.125,25.390625,135,False
'\xa6achoose:',4a72f386653a574024ff8c4c66a0034e,0,-1.171875,25.390625,135,True
'fachoose:',5a9e509ee4adc2d08a20ffe39ad9e435,0,0.78125,25.390625,135,True
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,2.734375,25.390625,135,False
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,4.6875,25.390625,135,False
'250000 500 500\n250000 500',6501337c8ee828b5e7cdc10fd2429eff,0,6.640625,25.390625,135,True
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,8.59375,25.390625,135,False
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,10.546875,25.390625,135,False
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,-10.9375,26.5625,135,False
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,-8.984375,26.5625,135,False
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,-7.03125,26.5625,135,False
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,-5.078125,26.5625,135,False
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,-3.125,26.5625,135,False
'fachoose:',5a9e509ee4adc2d08a20ffe39ad9e435,0,-1.171875,26.5625,135,True
'\xb3achoose:',526910163573e2c74834e8dc3ae82a04,0,0.78125,26.5625,135,True
'\xb3choose:',91f776d3fa4825e8d5f3adad71181d04,0,2.734375,26.5625,135,True
'choose:',e6fa891f004da81d214eb1b265e0277d,0,4.6875,26.5625,135,True
'choose:',e6fa891f004da81d214eb1b265e0277d,0,6.640625,26.5625,135,True
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,8.59375,26.5625,135,False
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,10.546875,26.5625,135,False
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,-10.9375,27.734375,135,False
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,-8.984375,27.734375,135,False
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,-7.03125,27.734375,135,False
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,-5.078125,27.734375,135,False
'\xa6achoose:',4a72f386653a574024ff8c4c66a0034e,0,-3.125,27.734375,135,True
'fachoose:',5a9e509ee4adc2d08a20ffe39ad9e435,0,-1.171875,27.734375,135,True
'\xa6choose:',182e575ba4447558270497660058c759,0,0.78125,27.734375,135,True
'choose:',e6fa891f004da81d214eb1b265e0277d,0,2.734375,27.734375,135,True
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,4.6875,27.734375,135,False
'choose:',e6fa891f004da81d214eb1b265e0277d,0,6.640625,27.734375,135,True
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,8.59375,27.734375,135,False
'choose:',e6fa891f004da81d214eb1b265e0277d,0,10.546875,27.734375,135,True
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,-10.9375,28.90625,135,False
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,-8.984375,28.90625,135,False
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,-7.03125,28.90625,135,False
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,-5.078125,28.90625,135,False
'\xa6achoose:',4a72f386653a574024ff8c4c66a0034e,0,-3.125,28.90625,135,True
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,-1.171875,28.90625,135,False
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,0.78125,28.90625,135,False
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,2.734375,28.90625,135,False
'choose:',e6fa891f004da81d214eb1b265e0277d,0,4.6875,28.90625,135,True
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,6.640625,28.90625,135,False
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,8.59375,28.90625,135,False
'fail!\n250000 500 500\n2500',b98e6c2e1eddeb52f59ff62722bfd325,0,10.546875,28.90625,135,False
